Transit_ID,City,State,Route_ID,Transport_Mode,Source,Destination,Passenger_Count,Demand,Vehicle_Capacity,Traffic_Status,Traffic_Speed_kmh,Delay_Minutes,Fare_INR,Travel_Time_Min,Weather_Condition,Date,On_Time,On_Time_Status,Point,Path_Order,Latitude,Longitude
TR-0125,Jaipur,Rajasthan,R-097,Bus,South,East,579,High,71,High,17,22,80.23,30.19,Cloudy,2026-02-28 03:39:00,0,Delayed,Source,1,26.858622,75.795888
TR-0398,Pune,Maharashtra,R-097,E-Rickshaw,East,Central,772,Very High,5,Moderate,41,21,77.34,54.83,Hazy,2026-03-20 21:29:00,0,Delayed,Source,1,18.552853,73.901489
TR-0006,Coimbatore,Tamil Nadu,R-097,Bus,South,North,,,,Moderate,,,,,Hazy,2026-07-24 08:02:00,,,Destination,2,11.082272,76.993247
TR-0062,Mumbai,Maharashtra,R-097,Auto,West,North,,,,High,,,,,Cloudy,2026-03-28 09:43:00,,,Destination,2,19.149117,72.907386
TR-0125,Jaipur,Rajasthan,R-097,Bus,South,East,,,,High,,,,,Cloudy,2026-02-28 03:39:00,,,Destination,2,26.907531,75.82469
TR-0398,Pune,Maharashtra,R-097,E-Rickshaw,East,Central,,,,Moderate,,,,,Hazy,2026-03-20 21:29:00,,,Destination,2,18.549695,73.861946
TR-0042,Pune,Maharashtra,R-098,Train,West,East,547,Medium,1604,Moderate,33,20,36.5,57.16,Cloudy,2026-04-18 23:16:00,0,Delayed,Source,1,18.514364,73.81214
TR-0045,Surat,Gujarat,R-098,E-Rickshaw,East,North,79,High,5,Severe,14,8,79.38,10.86,Clear,2026-02-09 16:00:00,0,Delayed,Source,1,21.190093,72.884605
TR-0052,Coimbatore,Tamil Nadu,R-098,E-Rickshaw,North,East,712,High,5,Low,61,7,60.92,19.69,Cloudy,2026-08-04 18:15:00,0,Delayed,Source,1,11.060213,76.955559
TR-0084,Delhi,Delhi,R-098,E-Rickshaw,East,West,173,Low,5,Moderate,35,10,13.94,11.09,Cloudy,2026-07-02 08:24:00,0,Delayed,Source,1,28.6316,77.278696
TR-0319,Coimbatore,Tamil Nadu,R-098,Auto,Central,South,588,High,3,Low,46,24,37.29,28.62,Clear,2026-01-08 15:53:00,0,Delayed,Source,1,11.015257,76.94798
TR-0366,Kolkata,West Bengal,R-098,Taxi,North,East,85,High,4,High,20,2,28.86,30.04,Clear,2026-07-31 17:41:00,1,On Time,Source,1,22.605309,88.367716
TR-0495,Coimbatore,Tamil Nadu,R-098,Bus,South,North,838,High,49,High,30,30,36.21,25.48,Cloudy,2026-03-08 01:51:00,0,Delayed,Source,1,10.959915,76.943668
TR-0042,Pune,Maharashtra,R-098,Train,West,East,,,,Moderate,,,,,Cloudy,2026-04-18 23:16:00,,,Destination,2,18.536729,73.914843
TR-0045,Surat,Gujarat,R-098,E-Rickshaw,East,North,,,,Severe,,,,,Clear,2026-02-09 16:00:00,,,Destination,2,21.234176,72.859112
TR-0052,Coimbatore,Tamil Nadu,R-098,E-Rickshaw,North,East,,,,Low,,,,,Cloudy,2026-08-04 18:15:00,,,Destination,2,11.027347,77.003228
TR-0084,Delhi,Delhi,R-098,E-Rickshaw,East,West,,,,Moderate,,,,,Cloudy,2026-07-02 08:24:00,,,Destination,2,28.5969,77.154463
TR-0319,Coimbatore,Tamil Nadu,R-098,Auto,Central,South,,,,Low,,,,,Clear,2026-01-08 15:53:00,,,Destination,2,10.935467,76.964994
TR-0366,Kolkata,West Bengal,R-098,Taxi,North,East,,,,High,,,,,Clear,2026-07-31 17:41:00,,,Destination,2,22.558308,88.41654
TR-0495,Coimbatore,Tamil Nadu,R-098,Bus,South,North,,,,High,,,,,Cloudy,2026-03-08 01:51:00,,,Destination,2,11.059823,76.944974
TR-0033,Delhi,Delhi,R-099,Metro,East,West,944,High,875,High,28,2,93.38,44.69,Hazy,2026-03-05 07:10:00,1,On Time,Source,1,28.616676,77.273123
TR-0123,Ahmedabad,Gujarat,R-099,Auto,North,South,52,Very High,3,Low,52,12,15.23,11.13,Cloudy,2026-02-22 11:46:00,0,Delayed,Source,1,23.058855,72.591215
TR-0206,Ahmedabad,Gujarat,R-099,Bus,North,South,82,Low,53,Moderate,35,0,18.23,39.41,Clear,2026-04-26 23:44:00,1,On Time,Source,1,23.084572,72.578264
TR-0279,Kolkata,West Bengal,R-099,Bus,West,Central,48,Very High,76,Severe,6,7,33.85,41.96,Rain,2026-06-07 20:27:00,0,Delayed,Source,1,22.550862,88.297883
TR-0422,Bengaluru,Karnataka,R-099,Bus,East,West,394,High,49,Severe,9,18,12.11,23.12,Hazy,2026-02-04 18:05:00,0,Delayed,Source,1,13.006862,77.635082
TR-0033,Delhi,Delhi,R-099,Metro,East,West,,,,High,,,,,Hazy,2026-03-05 07:10:00,,,Destination,2,28.617176,77.16326
TR-0123,Ahmedabad,Gujarat,R-099,Auto,North,South,,,,Low,,,,,Cloudy,2026-02-22 11:46:00,,,Destination,2,22.972017,72.550575
TR-0206,Ahmedabad,Gujarat,R-099,Bus,North,South,,,,Moderate,,,,,Clear,2026-04-26 23:44:00,,,Destination,2,22.969459,72.556968
TR-0279,Kolkata,West Bengal,R-099,Bus,West,Central,,,,Severe,,,,,Rain,2026-06-07 20:27:00,,,Destination,2,22.553602,88.365274
TR-0422,Bengaluru,Karnataka,R-099,Bus,East,West,,,,Severe,,,,,Hazy,2026-02-04 18:05:00,,,Destination,2,12.970654,77.539105
TR-0226,Mumbai,Maharashtra,R-100,Auto,West,South,855,High,3,High,18,15,13.7,45.97,Clear,2026-02-18 09:53:00,0,Delayed,Source,1,19.07438,72.819665
TR-0414,Jaipur,Rajasthan,R-100,E-Rickshaw,South,Central,950,Medium,5,Severe,13,25,56.51,50.05,Rain,2026-04-17 17:53:00,0,Delayed,Source,1,26.873432,75.754801
TR-0448,Nagpur,Maharashtra,R-100,Bus,East,West,849,Medium,53,High,16,16,91.54,7.27,Hazy,2026-04-19 17:19:00,0,Delayed,Source,1,21.162726,79.128452
TR-0464,Pune,Maharashtra,R-100,Bus,South,West,549,Low,57,High,26,11,11.3,11.56,Hazy,2026-02-15 23:30:00,0,Delayed,Source,1,18.468048,73.842475
TR-0226,Mumbai,Maharashtra,R-100,Auto,West,South,,,,High,,,,,Clear,2026-02-18 09:53:00,,,Destination,2,19.03916,72.872476
TR-0414,Jaipur,Rajasthan,R-100,E-Rickshaw,South,Central,,,,Severe,,,,,Rain,2026-04-17 17:53:00,,,Destination,2,26.923665,75.804305
TR-0448,Nagpur,Maharashtra,R-100,Bus,East,West,,,,High,,,,,Hazy,2026-04-19 17:19:00,,,Destination,2,21.142393,79.02528
TR-0464,Pune,Maharashtra,R-100,Bus,South,West,,,,High,,,,,Hazy,2026-02-15 23:30:00,,,Destination,2,18.514297,73.808667
